time_str,range_meas_m,azimuth_meas_deg,radial_vel_meas_ms,range_true_m,azimuth_true_deg,radial_vel_true_ms,lat_deg,lon_deg
2001-09-11 08:34:13,940555.778,97.674026,26.8482,965967.576,94.955250,26.2813,34.08619021,118.94777532
2001-09-11 08:34:43,957512.685,97.555094,29.8793,967205.742,95.579217,30.1286,34.07376103,119.08847801
2001-09-11 08:35:13,937808.702,99.479421,34.1531,968555.804,96.209783,33.9607,33.97279051,118.78069275
nan,,,,,,,,
2001-09-11 08:36:13,960803.063,99.746977,41.8987,971589.906,97.490578,41.5842,33.92295984,118.93564330
2001-09-11 08:36:43,961778.949,103.817726,45.3444,973273.180,98.140724,45.3780,33.67230855,118.60786904
nan,,,,,,,,
2001-09-11 08:37:43,962156.806,100.976348,52.7390,976970.503,99.460245,52.9352,33.84246437,118.84514606
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 08:40:13,974939.415,105.515056,72.5859,988131.190,102.867868,71.6962,33.55077722,118.56359367
2001-09-11 08:40:43,981738.240,107.029738,75.0484,990690.401,103.567327,75.4324,33.45365812,118.48583684
2001-09-11 08:41:13,963960.009,107.925255,78.8137,993358.278,104.272511,79.1648,33.44609506,118.28333908
nan,,,,,,,,
2001-09-11 08:42:13,988207.406,109.064800,86.9064,999019.569,105.699541,86.6205,33.33260955,118.36053596
2001-09-11 08:42:43,993563.754,108.452863,90.5051,1002012.784,106.421110,90.3445,33.35192782,118.44970997
2001-09-11 08:43:13,985168.283,110.418817,94.1984,1005114.261,107.147849,94.0665,33.27267756,118.22551531
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 08:44:43,1002692.767,113.415027,105.0936,1015067.504,109.357445,105.2214,33.08733757,118.09226219
2001-09-11 08:45:13,988292.307,113.113482,108.7689,1018601.277,110.103180,108.9362,33.13978303,118.02117536
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 08:46:43,1022755.693,115.117499,119.7393,1029849.595,112.365289,120.0688,32.95589137,118.07872499
nan,,,,,,,,
2001-09-11 08:47:43,1029363.384,116.851399,127.4064,1037886.726,113.892010,127.4780,32.86217087,117.97231732
nan,,,,,,,,
2001-09-11 08:48:43,1030787.134,119.278399,134.6563,1046353.397,115.431550,134.8730,32.76032943,117.77402558
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 08:50:13,1042597.876,121.374619,146.4855,1059856.121,117.760683,145.9287,32.64404067,117.66623691
2001-09-11 08:50:43,1039377.823,123.089016,150.0135,1064570.318,118.541339,149.6012,32.59498378,117.50219405
2001-09-11 08:51:13,1060714.606,123.181113,153.3545,1069390.773,119.323703,153.2661,32.51912392,117.61603118
2001-09-11 08:51:43,1055567.275,124.295873,156.7021,1074317.217,120.107507,156.9223,32.49889426,117.49161847
2001-09-11 08:52:13,1087243.750,124.363101,161.3152,1079349.353,120.892483,160.5691,32.38699786,117.66110925
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 08:53:43,1081080.761,127.297201,170.7667,1095076.526,123.251723,171.4423,32.31233947,117.37272430
nan,,,,,,,,
2001-09-11 08:54:43,1094349.719,130.070271,178.6792,1106083.030,124.825398,178.6249,32.18186942,117.20170747
2001-09-11 08:55:13,1090060.043,127.846784,181.9327,1111741.463,125.611663,182.1931,32.26271478,117.37205099
2001-09-11 08:55:43,1119792.299,129.191238,185.3553,1117502.681,126.397181,185.7445,32.11202921,117.40523824
2001-09-11 08:56:13,1096539.890,130.234006,189.2266,1123366.142,127.181679,189.2778,32.16899883,117.19846442
nan,,,,,,,,
2001-09-11 08:57:13,1121779.975,132.419091,195.6928,1135397.469,128.746537,196.2860,32.01270039,117.13041318
2001-09-11 08:57:43,1127801.212,133.079818,199.9416,1141564.090,129.526365,199.7587,31.97190202,117.10058964
nan,,,,,,,,
2001-09-11 08:58:43,1135327.580,134.061899,206.3839,1154195.897,131.079513,206.6357,31.91721932,117.04873677
2001-09-11 08:59:13,1150740.215,135.005261,209.9406,1160659.650,131.852327,210.0379,31.83241033,117.03409579
2001-09-11 08:59:43,1145845.122,135.811556,214.4211,1167220.964,132.622302,213.4145,31.83274899,116.94133921
2001-09-11 09:00:13,1169586.630,136.281245,298.4115,1174728.282,133.034870,298.7389,31.72563416,117.00156023
2001-09-11 09:00:43,1168599.278,137.101856,299.5965,1183703.911,132.862526,300.4190,31.71042850,116.92371488
2001-09-11 09:01:13,1192531.114,136.007387,301.8185,1192726.157,132.693941,302.0779,31.64007296,117.12405664
nan,,,,,,,,
2001-09-11 09:02:13,1199894.530,133.811964,304.8102,1210908.099,132.367515,305.3335,31.67048996,117.36025551
nan,,,,,,,,
2001-09-11 09:03:13,1212122.615,136.176630,309.5782,1229269.372,132.054586,308.5072,31.55733142,117.19103524
2001-09-11 09:03:43,1240865.885,135.118934,310.1910,1238515.805,131.902894,310.0639,31.47285631,117.41340528
2001-09-11 09:04:13,1230405.582,137.192304,311.8404,1247805.340,131.754241,311.6007,31.45761650,117.17078268
2001-09-11 09:04:43,1229161.869,136.719692,313.0650,1257137.412,131.608523,313.1178,31.47490718,117.21063989
2001-09-11 09:05:13,1244334.869,135.996422,314.3995,1266511.464,131.465644,314.6155,31.43413744,117.34302936
2001-09-11 09:05:43,1275518.576,136.455234,316.3949,1275926.943,131.325511,316.0940,31.29770746,117.42677722
nan,,,,,,,,
2001-09-11 09:06:43,1290523.846,135.536600,318.9103,1294880.004,131.053126,318.9939,31.26632801,117.58058243
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:08:13,1310722.570,133.454827,323.3604,1323606.847,130.663029,323.2044,31.25771891,117.87854666
nan,,,,,,,,
2001-09-11 09:09:13,1316318.204,134.427288,326.2693,1342950.152,130.414406,325.9208,31.20282660,117.80176440
2001-09-11 09:09:43,1319328.146,133.188245,327.7109,1352677.897,130.293318,327.2524,31.23482829,117.94320240
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:12:43,1416320.650,133.866102,334.8158,1411798.683,129.608074,334.8829,30.84620401,118.27921229
2001-09-11 09:13:13,1398488.772,133.265424,336.7378,1421773.413,129.500227,336.0966,30.93663939,118.27158799
2001-09-11 09:13:43,1422119.622,131.013161,338.3667,1431781.554,129.394062,337.2943,30.94691285,118.62389229
2001-09-11 09:14:13,1422650.922,133.354484,339.5564,1441822.656,129.289531,338.4762,30.84353232,118.36281246
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:16:13,1466315.888,132.948520,343.4726,1482307.865,128.886879,343.0494,30.70038327,118.59084653
2001-09-11 09:16:43,1489084.309,132.024306,344.2008,1492507.218,128.789879,344.1551,30.66019618,118.79382372
2001-09-11 09:17:13,1489338.480,130.800852,345.2513,1502736.952,128.694266,345.2462,30.71848771,118.93880137
nan,,,,,,,,
2001-09-11 09:18:13,1515073.656,130.814120,346.6074,1523285.929,128.507059,347.3852,30.62720742,119.04736864
2001-09-11 09:18:43,1523146.536,130.662915,348.0724,1533604.369,128.415396,348.4335,30.60662880,119.09994384
2001-09-11 09:19:13,1529610.598,131.605159,350.1283,1543951.585,128.324984,349.4680,30.53579414,119.01388082
2001-09-11 09:19:43,1533658.409,131.305498,350.9664,1554327.189,128.235790,350.4888,30.53662419,119.06708168
2001-09-11 09:20:13,1563881.443,131.845915,352.4931,1564730.799,128.147784,351.4961,30.40173153,119.12743431
2001-09-11 09:20:43,1567282.725,131.837792,352.1791,1575162.040,128.060937,352.4901,30.39006772,119.14253016
2001-09-11 09:21:13,1587272.822,131.564774,352.8395,1585620.539,127.975220,353.4711,30.33367010,119.25924947
nan,,,,,,,,
2001-09-11 09:22:13,1599425.280,130.968687,355.4597,1606617.859,127.807066,355.3943,30.32343802,119.38447842
2001-09-11 09:22:43,1604867.359,130.139707,356.5870,1617155.964,127.724577,356.3371,30.35124383,119.51166046
2001-09-11 09:23:13,1602314.551,127.773652,357.1900,1627719.898,127.643113,357.2674,30.50086383,119.79804087
2001-09-11 09:23:43,1624896.731,132.315301,358.7300,1638309.317,127.562650,358.1856,30.15996139,119.31885716
2001-09-11 09:24:13,1631785.349,131.889728,358.4997,1648923.881,127.483163,359.0917,30.15880976,119.40130878
2001-09-11 09:24:43,1659099.652,131.535072,360.3984,1659563.257,127.404632,359.9860,30.08269226,119.55868347
2001-09-11 09:25:13,1655705.499,129.786236,361.1962,1670227.114,127.327033,360.8687,30.19791959,119.77148647
2001-09-11 09:25:43,1687697.948,132.447315,360.4054,1680915.129,127.250345,361.7399,29.92956802,119.55479120
2001-09-11 09:26:13,1650180.423,130.379282,363.8940,1691626.982,127.174547,362.5997,30.18120269,119.67160436
nan,,,,,,,,
2001-09-11 09:27:13,1697319.240,130.722056,364.5985,1713120.951,127.025544,364.2862,29.99805203,119.82219976
2001-09-11 09:27:43,1709152.576,131.106008,366.0085,1723902.453,126.952299,365.1131,29.93363207,119.81962880
2001-09-11 09:28:13,1744012.321,131.679706,365.3485,1734706.564,126.879869,365.9293,29.77710411,119.88343596
2001-09-11 09:28:43,1721135.443,130.098641,366.7188,1745532.989,126.808234,366.7351,29.95538234,120.00364589
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:31:13,1778526.156,131.550039,370.6959,1799989.796,126.461410,370.6121,29.66505398,120.03955535
2001-09-11 09:31:43,1787214.775,129.064870,371.3844,1810944.151,126.394204,371.3582,29.80163694,120.41884511
nan,,,,,,,,
2001-09-11 09:32:43,1790213.654,129.379599,372.5966,1832913.712,126.261833,372.8223,29.76970656,120.38774013
2001-09-11 09:33:13,1830104.023,129.497126,373.9169,1843928.401,126.196640,373.5406,29.62769675,120.53579723
2001-09-11 09:33:43,1835686.203,130.107924,373.8664,1854962.691,126.132090,374.2499,29.56567810,120.47212110
nan,,,,,,,,
2001-09-11 09:34:43,1865519.933,128.891700,376.0362,1877089.085,126.004869,375.6422,29.55385232,120.76771799
2001-09-11 09:35:13,1872711.930,129.383503,377.3608,1888180.704,125.942173,376.3254,29.49340453,120.72656082
2001-09-11 09:35:43,1887593.468,127.476780,376.6010,1899290.954,125.880071,377.0001,29.59047941,121.06303042
2001-09-11 09:36:13,1913673.826,129.395628,377.9386,1910419.603,125.818551,377.6666,29.35585849,120.89167667
2001-09-11 09:36:43,1925648.202,129.448044,377.7665,1921566.420,125.757601,378.3248,29.31193651,120.93252864
nan,,,,,,,,
2001-09-11 09:37:43,1935849.017,131.779191,379.8250,1943913.664,125.637369,379.6174,29.10424518,120.62695261
nan,,,,,,,,
2001-09-11 09:38:43,1944843.958,128.270513,380.1454,1966330.923,125.519291,380.8787,29.34117209,121.18511010
2001-09-11 09:39:13,1958825.586,128.448174,381.9737,1977565.274,125.461034,381.4980,29.28110925,121.21609825
2001-09-11 09:39:43,1974842.008,129.522042,382.5779,1988816.493,125.403285,382.1098,29.14222064,121.11993443
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:42:43,2037313.480,127.385831,385.8330,2056666.805,125.066953,385.6312,29.11652398,121.69945173
2001-09-11 09:43:13,2068963.478,128.438067,386.5945,2068030.550,125.012510,386.1941,28.92209275,121.66550264
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:45:13,2099299.530,126.242220,388.5586,2113636.932,124.799050,388.3815,29.02423909,122.13345282
2001-09-11 09:45:43,2109503.582,127.272157,389.2358,2125075.500,124.746725,388.9127,28.89582110,122.01351504
2001-09-11 09:46:13,2117141.075,128.439742,389.5498,2136528.515,124.694802,389.4379,28.76491413,121.85914664
2001-09-11 09:46:43,2128259.623,129.957278,390.6190,2147995.811,124.643275,389.9571,28.59455239,121.65999929
2001-09-11 09:47:13,2161837.488,127.805997,390.2680,2159477.224,124.592135,390.4705,28.67834336,122.14066092
2001-09-11 09:47:43,2134635.438,127.691511,391.3174,2170972.594,124.541377,390.9780,28.77652482,122.04914782
2001-09-11 09:48:13,2190988.950,128.470880,391.2376,2182481.762,124.490994,391.4799,28.52164063,122.14904990
2001-09-11 09:48:43,2188362.398,128.150762,392.5613,2194004.572,124.440980,391.9762,28.56027314,122.19103704
nan,,,,,,,,
2001-09-11 09:49:43,2198040.499,128.695858,392.5319,2217090.508,124.342034,392.9524,28.47759546,122.14003834
nan,,,,,,,,
2001-09-11 09:50:43,2225116.854,126.591254,394.4045,2240229.204,124.244493,393.9072,28.59497332,122.59540731
nan,,,,,,,,
2001-09-11 09:51:43,2249333.745,127.874330,395.1941,2263419.500,124.148309,394.8412,28.39016679,122.48013628
nan,,,,,,,,
2001-09-11 09:52:43,2261828.704,127.614133,394.9681,2286660.270,124.053440,395.7553,28.37585779,122.57359769
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:54:13,2303495.983,126.690170,397.6672,2321613.691,123.913513,397.0900,28.33799853,122.89676498
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 09:56:43,2368731.601,126.519175,399.8548,2380106.807,123.686311,399.2227,28.15110407,123.18875421
nan,,,,,,,,
2001-09-11 09:57:43,2392195.152,126.318970,400.2347,2403584.266,123.597429,400.0452,28.09955296,123.31787499
nan,,,,,,,,
2001-09-11 09:58:43,2401109.027,128.869944,400.4147,2427106.146,123.509637,400.8510,27.79731677,122.90389141
2001-09-11 09:59:13,2420175.568,126.538716,400.9253,2438883.461,123.466140,401.2478,27.98745462,123.39148121
2001-09-11 09:59:43,2420460.262,127.134768,401.8731,2450671.545,123.422904,401.6406,27.92054239,123.28727582
2001-09-11 10:00:13,2432949.547,125.833382,401.2261,2462470.289,123.379924,402.0295,28.02727404,123.56718118
2001-09-11 10:00:43,2452503.049,126.946108,402.6922,2474279.586,123.337198,402.4145,27.84002399,123.44771489
2001-09-11 10:01:13,2485406.221,127.519257,403.0709,2486099.330,123.294721,402.7957,27.67115330,123.47397249
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:02:43,2504828.100,127.059785,404.4395,2521620.220,123.168751,403.9171,27.66156084,123.63365106
2001-09-11 10:03:13,2497286.290,126.144341,404.4119,2533480.734,123.127237,404.2836,27.79131466,123.76977532
2001-09-11 10:03:43,2529841.117,128.213944,404.5623,2545351.191,123.085955,404.6467,27.45033911,123.51925202
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:05:13,2573255.525,126.926436,405.4388,2581021.273,122.963469,405.7150,27.46067540,123.92667630
2001-09-11 10:05:43,2594967.533,124.911903,405.5103,2592930.560,122.923083,406.0644,27.63989567,124.38648114
nan,,,,,,,,
2001-09-11 10:06:43,2599856.922,127.700434,406.9087,2616777.475,122.842959,406.7533,27.28444777,123.88510783
2001-09-11 10:07:13,2623559.708,125.501542,406.7735,2628714.926,122.803214,407.0930,27.47797124,124.39128961
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:08:43,2652590.968,126.134459,407.1065,2664582.221,122.685215,408.0933,27.30843250,124.38688680
2001-09-11 10:09:13,2656619.653,126.448987,408.2713,2676556.019,122.646285,408.4207,27.25648009,124.34290266
2001-09-11 10:09:43,2676486.858,126.469371,409.2719,2688538.696,122.607551,408.7451,27.19164142,124.41669876
2001-09-11 10:10:13,2703141.733,125.472054,408.2162,2700530.171,122.569012,409.0666,27.23646322,124.71273796
nan,,,,,,,,
2001-09-11 10:11:13,2702782.999,127.226234,409.1252,2724539.203,122.492506,409.7009,27.01379897,124.37271189
2001-09-11 10:11:43,2744803.454,125.353624,410.3039,2736556.603,122.454535,410.0139,27.12376334,124.90027363
2001-09-11 10:12:13,2722846.419,125.822050,410.5697,2748582.492,122.416748,410.3241,27.12993847,124.72298790
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:13:43,2778525.245,126.918078,411.4106,2784710.343,122.304470,411.2385,26.81301884,124.72474581
2001-09-11 10:14:13,2774639.167,126.675677,412.1790,2796769.446,122.267398,411.5380,26.85681866,124.75776557
2001-09-11 10:14:43,2784491.055,124.842139,412.6370,2808836.673,122.230498,411.8350,27.07115999,125.15704076
2001-09-11 10:15:13,2798560.329,124.225148,412.7769,2820911.954,122.193769,412.1294,27.11368188,125.33375934
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:16:43,2855369.282,126.159457,413.6898,2857185.444,122.084586,412.9978,26.67253475,125.17285592
nan,,,,,,,,
2001-09-11 10:17:43,2873627.487,126.333843,413.0635,2881406.809,122.012613,413.5646,26.59161854,125.20801695
2001-09-11 10:18:13,2881997.964,124.437730,413.4646,2893529.008,121.976866,413.8445,26.83136112,125.62352919
nan,,,,,,,,
2001-09-11 10:19:13,2911870.242,125.400118,414.7630,2917796.123,121.905838,414.3975,26.60280842,125.54613216
2001-09-11 10:19:43,2909132.908,125.078859,414.9805,2929940.915,121.870555,414.6706,26.65693421,125.60084767
2001-09-11 10:20:13,2932940.192,126.259407,415.4181,2942093.116,121.835423,414.9414,26.41619577,125.45127894
nan,,,,,,,,
2001-09-11 10:21:13,2935477.900,126.333390,415.9882,2966419.506,121.765604,415.4767,26.39788342,125.44572849
nan,,,,,,,,
2001-09-11 10:22:13,2978517.795,126.012758,415.2963,2990774.825,121.696369,416.0034,26.30875442,125.67741325
2001-09-11 10:22:43,2984535.078,124.278630,416.3441,3002963.190,121.661966,416.2637,26.54414244,126.06066492
2001-09-11 10:23:13,3009257.407,126.273499,416.6690,3015158.617,121.627703,416.5219,26.17518282,125.74033268
nan,,,,,,,,
2001-09-11 10:24:13,3029213.531,126.374934,417.3498,3039570.438,121.559594,417.0323,26.09793831,125.79487979
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:25:43,3078622.474,124.605359,418.5881,3076239.781,121.458447,417.7832,26.20894113,126.36054031
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:27:13,3108802.597,121.906691,418.2738,3112969.811,121.358482,418.5172,26.54770035,127.04849040
2001-09-11 10:27:43,3122287.967,124.177765,418.0052,3125226.404,121.325416,418.7582,26.14273235,126.62180493
2001-09-11 10:28:13,3119984.086,126.288019,418.7145,3137489.541,121.292476,418.9974,25.82583872,126.15782604
2001-09-11 10:28:43,3131785.822,123.483087,419.3556,3149759.172,121.259660,419.2348,26.22437277,126.80739843
2001-09-11 10:29:13,3145248.269,125.000036,419.9961,3162035.251,121.226967,419.4705,25.94410865,126.53378642
2001-09-11 10:29:43,3156361.320,125.924084,419.8457,3174317.730,121.194396,419.7045,25.76711109,126.37502394
2001-09-11 10:30:13,3169631.952,125.394768,420.4043,3186606.562,121.161945,419.9367,25.80753557,126.54137372
nan,,,,,,,,
nan,,,,,,,,
2001-09-11 10:31:43,3206626.718,124.696719,420.1566,3223510.729,121.065301,420.6235,25.80384001,126.83628322
nan,,,,,,,,
nan,,,,,,,,
